"","X.1","X","Biome_type","Country","Site","Latitude","Longitude","Citation","Species","Species_Group","Time_period","Start_year","End_year","Start_cover","End_cover","Total_cover_change","Annual.rate","Method","Plot.ID","Continent","Trend","Biome_trend","tempc","precip","Absolute_change","lat_cat","long_cat","geo.coords"
"640",640,663,"Savanna","Somalia","ETHA10",8.763825492,45.06674973,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"6.81","5.16",-1.65,-0.183333333,"very high resolution satellite imagery","s327","Africa","Decrease","Savanna_decrease",24.4,222,0.183333333,0,40,"_ 0 _ 40 _"
"641",641,664,"Savanna","Somalia","ETHA11",8.722160105,45.00464448,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"12.76","19.7",6.94,0.771111111,"very high resolution satellite imagery","s328","Africa","Increase","Savanna_increase",24.3,233,0.771111111,0,40,"_ 0 _ 40 _"
"642",642,665,"Savanna","Somalia","ETHA12",9.002997931,45.04651014,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"7.45","10.23",2.78,0.308888889,"very high resolution satellite imagery","s329","Africa","Increase","Savanna_increase",24.8,205,0.308888889,0,40,"_ 0 _ 40 _"
"643",643,666,"Savanna","Somalia","ETHA13",8.720489017,45.04048892,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"2.98","6.27",3.29,0.365555556,"very high resolution satellite imagery","s330","Africa","Increase","Savanna_increase",24.3,234,0.365555556,0,40,"_ 0 _ 40 _"
"644",644,667,"Savanna","Somalia","ETHA14",8.714784618,45.0717426,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"6.83","12.98",6.15,0.683333333,"very high resolution satellite imagery","s331","Africa","Increase","Savanna_increase",24.4,228,0.683333333,0,40,"_ 0 _ 40 _"
"645",645,668,"Savanna","Somalia","ETHA15",8.690069985,45.00819219,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"9.42","14.06",4.64,0.515555556,"very high resolution satellite imagery","s332","Africa","Increase","Savanna_increase",24.3,237,0.515555556,0,40,"_ 0 _ 40 _"
"646",646,669,"Savanna","Somalia","ETHA16",8.676999309,45.04062072,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"12.08","16.76",4.68,0.52,"very high resolution satellite imagery","s333","Africa","Increase","Savanna_increase",24.4,234,0.52,0,40,"_ 0 _ 40 _"
"647",647,670,"Savanna","Somalia","ETHA17",8.678515889,45.0694224,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"15.15","18.58",3.43,0.381111111,"very high resolution satellite imagery","s334","Africa","Increase","Savanna_increase",24.4,232,0.381111111,0,40,"_ 0 _ 40 _"
"648",648,671,"Savanna","Ethiopia","ETHA18",8.556097982,45.00663565,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"2.86","5.87",3.01,0.334444444,"very high resolution satellite imagery","s335","Africa","Increase","Savanna_increase",24.5,250,0.334444444,0,40,"_ 0 _ 40 _"
"649",649,672,"Savanna","Ethiopia","ETHA19",8.549706486,45.05556377,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"7.58","9.01",1.43,0.158888889,"very high resolution satellite imagery","s336","Africa","Increase","Savanna_increase",24.6,245,0.158888889,0,40,"_ 0 _ 40 _"
"650",650,673,"Savanna","Ethiopia","ETHA20",8.550281363,45.07369453,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"5.47","5.46",-0.01,-0.001111111,"very high resolution satellite imagery","s337","Africa","Stable","Savanna_stable",24.5,251,0.001111111,0,40,"_ 0 _ 40 _"
"651",651,674,"Savanna","Ethiopia","ETHA21",8.518191447,45.02989023,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"3.57","5.55",1.98,0.22,"very high resolution satellite imagery","s338","Africa","Increase","Savanna_increase",24.6,245,0.22,0,40,"_ 0 _ 40 _"
"652",652,675,"Savanna","Ethiopia","ETHA22",8.512600202,45.06934849,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"2.53","2.71",0.18,0.02,"very high resolution satellite imagery","s339","Africa","Increase","Savanna_increase",24.6,247,0.02,0,40,"_ 0 _ 40 _"
"653",653,676,"Savanna","Somalia","ETHA23",9.004467583,45.07555662,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"8.11","11.2",3.09,0.343333333,"very high resolution satellite imagery","s340","Africa","Increase","Savanna_increase",24.9,201,0.343333333,0,40,"_ 0 _ 40 _"
"654",654,677,"Savanna","Ethiopia","ETHA24",8.484185099,45.01216296,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"6.33","3.89",-2.44,-0.271111111,"very high resolution satellite imagery","s341","Africa","Decrease","Savanna_decrease",24.6,250,0.271111111,0,40,"_ 0 _ 40 _"
"655",655,678,"Savanna","Ethiopia","ETHA25",8.483755414,45.03521473,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"3.23","3.63",0.4,0.044444444,"very high resolution satellite imagery","s342","Africa","Increase","Savanna_increase",24.7,247,0.044444444,0,40,"_ 0 _ 40 _"
"656",656,679,"Savanna","Ethiopia","ETHA26",8.479277535,45.06580425,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"7.85","7.22",-0.63,-0.07,"very high resolution satellite imagery","s343","Africa","Decrease","Savanna_decrease",24.7,246,0.07,0,40,"_ 0 _ 40 _"
"657",657,680,"Savanna","Ethiopia","ETHA27",8.451675735,45.00456138,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"8.26","12.82",4.56,0.506666667,"very high resolution satellite imagery","s344","Africa","Increase","Savanna_increase",24.7,243,0.506666667,0,40,"_ 0 _ 40 _"
"658",658,681,"Savanna","Ethiopia","ETHA28",8.454278993,45.07257368,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"9.35","15.17",5.82,0.646666667,"very high resolution satellite imagery","s345","Africa","Increase","Savanna_increase",24.8,247,0.646666667,0,40,"_ 0 _ 40 _"
"659",659,682,"Savanna","Somalia","ETHA29",8.95982324,45.00678294,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"5.26","5.11",-0.15,-0.016666667,"very high resolution satellite imagery","s346","Africa","Decrease","Savanna_decrease",24.6,208,0.016666667,0,40,"_ 0 _ 40 _"
"660",660,683,"Savanna","Somalia","ETHA30",8.960275426,45.04169266,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"10.57","19.61",9.04,1.004444444,"very high resolution satellite imagery","s347","Africa","Increase","Savanna_increase",24.7,206,1.004444444,0,40,"_ 0 _ 40 _"
"661",661,684,"Savanna","Somalia","ETHA31",8.964230099,45.07144043,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"13.81","15.89",2.08,0.231111111,"very high resolution satellite imagery","s348","Africa","Increase","Savanna_increase",24.8,205,0.231111111,0,40,"_ 0 _ 40 _"
"662",662,685,"Savanna","Somalia","ETHA32",8.919186997,45.00863554,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"9.23","17.04",7.81,0.867777778,"very high resolution satellite imagery","s349","Africa","Increase","Savanna_increase",24.6,206,0.867777778,0,40,"_ 0 _ 40 _"
"663",663,686,"Savanna","Somalia","ETHA33",8.920287763,45.04172663,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2004,2013,"12","13.23",1.23,0.136666667,"very high resolution satellite imagery","s350","Africa","Increase","Savanna_increase",24.7,205,0.136666667,0,40,"_ 0 _ 40 _"
"664",664,687,"Savanna","Somalia","ETHA34",8.920720023,45.07448682,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"9.7","16.13",6.43,0.643,"very high resolution satellite imagery","s351","Africa","Increase","Savanna_increase",24.7,204,0.643,0,40,"_ 0 _ 40 _"
"665",665,688,"Savanna","Ethiopia","ETHB1",3.902196548,39.00004463,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"27.3","36.4",9.1,0.91,"very high resolution satellite imagery","s352","Africa","Increase","Savanna_increase",22.4,664,0.91,0,30,"_ 0 _ 30 _"
"666",666,689,"Savanna","Ethiopia","ETHB2",3.836023859,38.99507511,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"31.27","47.16",15.89,1.589,"very high resolution satellite imagery","s353","Africa","Increase","Savanna_increase",22.4,566,1.589,0,30,"_ 0 _ 30 _"
"667",667,690,"Savanna","Ethiopia","ETHB3",3.846053157,39.03798924,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"52.34","22.44",-29.9,-2.99,"very high resolution satellite imagery","s354","Africa","Decrease","Savanna_decrease",22.5,614,2.99,0,30,"_ 0 _ 30 _"
"668",668,691,"Savanna","Ethiopia","ETHB4",3.830898167,39.08929448,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"56.35","33.16",-23.19,-2.319,"very high resolution satellite imagery","s355","Africa","Decrease","Savanna_decrease",22.6,656,2.319,0,30,"_ 0 _ 30 _"
"669",669,692,"Savanna","Ethiopia","ETHB5",3.856339018,39.10465046,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"63.07","56.2",-6.87,-0.687,"very high resolution satellite imagery","s356","Africa","Decrease","Savanna_decrease",22.6,696,0.687,0,30,"_ 0 _ 30 _"
"670",670,693,"Savanna","Ethiopia","ETHB6",3.80333932,39.00675971,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"53.03","37.1",-15.93,-1.593,"very high resolution satellite imagery","s357","Africa","Decrease","Savanna_decrease",22.2,596,1.593,0,30,"_ 0 _ 30 _"
"671",671,694,"Savanna","Ethiopia","ETHB7",3.772462904,39.10477134,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"56.74","51.93",-4.81,-0.481,"very high resolution satellite imagery","s358","Africa","Decrease","Savanna_decrease",22.4,705,0.481,0,30,"_ 0 _ 30 _"
"672",672,695,"Savanna","Ethiopia","ETHB8",3.798127768,39.07156427,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"51.73","45.23",-6.5,-0.65,"very high resolution satellite imagery","s359","Africa","Decrease","Savanna_decrease",21.9,768,0.65,0,30,"_ 0 _ 30 _"
"673",673,696,"Savanna","Ethiopia","ETHB9",3.805467921,39.10834979,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"67.12","49.49",-17.63,-1.763,"very high resolution satellite imagery","s360","Africa","Decrease","Savanna_decrease",22.7,646,1.763,0,30,"_ 0 _ 30 _"
"674",674,697,"Savanna","Ethiopia","ETHB10",3.77170742,38.98419043,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"48.4","41.47",-6.93,-0.693,"very high resolution satellite imagery","s361","Africa","Decrease","Savanna_decrease",22,696,0.693,0,30,"_ 0 _ 30 _"
"675",675,698,"Savanna","Ethiopia","ETHB11",3.776262565,39.04608204,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"68.84","75.77",6.93,0.693,"very high resolution satellite imagery","s362","Africa","Increase","Savanna_increase",22.1,764,0.693,0,30,"_ 0 _ 30 _"
"676",676,699,"Savanna","Ethiopia","ETHB12",3.91255752,39.01974619,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"39.32","40.37",1.05,0.105,"very high resolution satellite imagery","s363","Africa","Increase","Savanna_increase",22.4,671,0.105,0,30,"_ 0 _ 30 _"
"677",677,700,"Savanna","Ethiopia","ETHB13",3.915590839,39.03924709,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"40.82","35.58",-5.24,-0.524,"very high resolution satellite imagery","s364","Africa","Decrease","Savanna_decrease",22.4,678,0.524,0,30,"_ 0 _ 30 _"
"678",678,701,"Savanna","Ethiopia","ETHB14",3.910809583,39.10951314,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"34.48","35.88",1.4,0.14,"very high resolution satellite imagery","s365","Africa","Increase","Savanna_increase",22.1,705,0.14,0,30,"_ 0 _ 30 _"
"679",679,702,"Savanna","Ethiopia","ETHB15",3.880925996,38.99066467,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"35.52","27.02",-8.5,-0.85,"very high resolution satellite imagery","s366","Africa","Decrease","Savanna_decrease",22.5,629,0.85,0,30,"_ 0 _ 30 _"
"680",680,703,"Savanna","Ethiopia","ETHB16",3.884907522,39.03925649,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"45.53","38.6",-6.93,-0.693,"very high resolution satellite imagery","s367","Africa","Decrease","Savanna_decrease",22.5,655,0.693,0,30,"_ 0 _ 30 _"
"681",681,704,"Savanna","Ethiopia","ETHB17",3.886980052,39.08079405,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"38.94","42.51",3.57,0.357,"very high resolution satellite imagery","s368","Africa","Increase","Savanna_increase",22.4,675,0.357,0,30,"_ 0 _ 30 _"
"682",682,705,"Savanna","Ethiopia","ETHB18",3.885976105,39.10510265,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"49.13","55.11",5.98,0.598,"very high resolution satellite imagery","s369","Africa","Increase","Savanna_increase",22.3,712,0.598,0,30,"_ 0 _ 30 _"
"683",683,706,"Savanna","Ghana","GHAA1",10.40620215,-1.495300344,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"5.41","36.68",31.27,3.127,"very high resolution satellite imagery","s370","Africa","Increase","Savanna_increase",28,1090,3.127,10,-10,"_ 10 _ -10 _"
"684",684,707,"Savanna","Ghana","GHAA2",10.41354928,-1.426166771,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"13.02","29.71",16.69,1.669,"very high resolution satellite imagery","s371","Africa","Increase","Savanna_increase",28.2,1033,1.669,10,-10,"_ 10 _ -10 _"
"685",685,708,"Savanna","Ghana","GHAA3",10.39473582,-1.465339308,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"7.86","15.87",8.01,0.801,"very high resolution satellite imagery","s372","Africa","Increase","Savanna_increase",28.2,998,0.801,10,-10,"_ 10 _ -10 _"
"686",686,709,"Savanna","Ghana","GHAA4",10.38488161,-1.438681171,"Axelsson and Hanan 2018","trees/shrubs","Group",10,2003,2013,"9.08","19.16",10.08,1.008,"very high resolution satellite imagery","s373","Africa","Increase","Savanna_increase",28.2,953,1.008,10,-10,"_ 10 _ -10 _"
"687",687,710,"Savanna","Kenya","KENB1",0.647137966,37.31997929,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"17.33","18.45",1.12,0.101818182,"very high resolution satellite imagery","s374","Africa","Increase","Savanna_increase",23.6,539,0.101818182,0,30,"_ 0 _ 30 _"
"688",688,711,"Savanna","Kenya","KENB2",0.377207792,37.41599207,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"3.93","6.76",2.83,0.257272727,"very high resolution satellite imagery","s375","Africa","Increase","Savanna_increase",22.2,594,0.257272727,0,30,"_ 0 _ 30 _"
"689",689,712,"Savanna","Kenya","KENB3",0.638909259,37.38178193,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"18.32","16.85",-1.47,-0.133636364,"very high resolution satellite imagery","s376","Africa","Decrease","Savanna_decrease",23.3,550,0.133636364,0,30,"_ 0 _ 30 _"
"690",690,713,"Savanna","Kenya","KENB4",0.63153474,37.40341347,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"24.49","15.79",-8.7,-0.790909091,"very high resolution satellite imagery","s377","Africa","Decrease","Savanna_decrease",23.2,646,0.790909091,0,30,"_ 0 _ 30 _"
"691",691,714,"Savanna","Kenya","KENB5",0.606913086,37.34008716,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"16.37","11.44",-4.93,-0.448181818,"very high resolution satellite imagery","s378","Africa","Decrease","Savanna_decrease",23.5,592,0.448181818,0,30,"_ 0 _ 30 _"
"692",692,715,"Savanna","Kenya","KENB6",0.609118265,37.37262965,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"24.05","15.74",-8.31,-0.755454545,"very high resolution satellite imagery","s379","Africa","Decrease","Savanna_decrease",23.5,537,0.755454545,0,30,"_ 0 _ 30 _"
"693",693,716,"Savanna","Kenya","KENB7",0.607823107,37.40415639,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"26.74","22.68",-4.06,-0.369090909,"very high resolution satellite imagery","s380","Africa","Decrease","Savanna_decrease",23.5,587,0.369090909,0,30,"_ 0 _ 30 _"
"694",694,717,"Savanna","Kenya","KENB8",0.571892424,37.33711791,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"13.91","8.26",-5.65,-0.513636364,"very high resolution satellite imagery","s381","Africa","Decrease","Savanna_decrease",23.4,514,0.513636364,0,30,"_ 0 _ 30 _"
"695",695,718,"Savanna","Kenya","KENB9",0.555629912,37.40124133,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"38.91","41.52",2.61,0.237272727,"very high resolution satellite imagery","s382","Africa","Increase","Savanna_increase",23.5,470,0.237272727,0,30,"_ 0 _ 30 _"
"696",696,719,"Savanna","Kenya","KENB10",0.530992681,37.37549691,"Axelsson and Hanan 2018","trees/shrubs","Group",11,2003,2014,"25.53","15.54",-9.99,-0.908181818,"very high resolution satellite imagery","s383","Africa","Decrease","Savanna_decrease",23.5,457,0.908181818,0,30,"_ 0 _ 30 _"
"697",697,720,"Savanna","Mali","MALA1",16.79494331,-2.130017944,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"5.1","3.99",-1.11,-0.123333333,"very high resolution satellite imagery","s384","Africa","Decrease","Savanna_decrease",30.1,142,0.123333333,10,-10,"_ 10 _ -10 _"
"698",698,721,"Savanna","Mali","MALA2",16.65890076,-2.084761833,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"0.63","2.05",1.42,0.157777778,"very high resolution satellite imagery","s385","Africa","Increase","Savanna_increase",30.1,164,0.157777778,10,-10,"_ 10 _ -10 _"
"699",699,722,"Savanna","Mali","MALA3",16.64426878,-2.130480251,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"2","3.02",1.02,0.113333333,"very high resolution satellite imagery","s386","Africa","Increase","Savanna_increase",30.1,161,0.113333333,10,-10,"_ 10 _ -10 _"
"700",700,723,"Savanna","Mali","MALA4",16.62930154,-2.088978531,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"1.95","2.38",0.43,0.047777778,"very high resolution satellite imagery","s387","Africa","Increase","Savanna_increase",30.1,167,0.047777778,10,-10,"_ 10 _ -10 _"
"701",701,724,"Savanna","Mali","MALA5",16.60461104,-2.144589376,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"3.14","3.28",0.14,0.015555556,"very high resolution satellite imagery","s388","Africa","Increase","Savanna_increase",30.1,164,0.015555556,10,-10,"_ 10 _ -10 _"
"702",702,725,"Savanna","Mali","MALA6",16.59805575,-2.084070326,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"2.2","3.76",1.56,0.173333333,"very high resolution satellite imagery","s389","Africa","Increase","Savanna_increase",30.1,171,0.173333333,10,-10,"_ 10 _ -10 _"
"703",703,726,"Savanna","Mali","MALA7",16.618181,-2.111478358,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"2.76","3.46",0.7,0.077777778,"very high resolution satellite imagery","s390","Africa","Increase","Savanna_increase",30.1,161,0.077777778,10,-10,"_ 10 _ -10 _"
"704",704,727,"Savanna","Mali","MALA8",16.80200827,-2.08798389,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"6.5","7.81",1.31,0.145555556,"very high resolution satellite imagery","s391","Africa","Increase","Savanna_increase",30.1,140,0.145555556,10,-10,"_ 10 _ -10 _"
"705",705,728,"Savanna","Mali","MALA9",16.76219023,-2.143201145,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"4.46","4.68",0.22,0.024444444,"very high resolution satellite imagery","s392","Africa","Increase","Savanna_increase",30.1,146,0.024444444,10,-10,"_ 10 _ -10 _"
"706",706,729,"Savanna","Mali","MALA10",16.76317044,-2.089047293,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"3.93","5.68",1.75,0.194444444,"very high resolution satellite imagery","s393","Africa","Increase","Savanna_increase",30.1,144,0.194444444,10,-10,"_ 10 _ -10 _"
"707",707,730,"Savanna","Mali","MALA11",16.72825236,-2.140559086,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"4.63","4.06",-0.57,-0.063333333,"very high resolution satellite imagery","s394","Africa","Decrease","Savanna_decrease",30.1,151,0.063333333,10,-10,"_ 10 _ -10 _"
"708",708,731,"Savanna","Mali","MALA12",16.7258418,-2.096987693,"Axelsson and Hanan 2018","trees/shrubs","Group",9,2003,2012,"1.8","1.88",0.08,0.008888889,"very high resolution satellite imagery","s395","Africa","Stable","Savanna_stable",30.1,151,0.008888889,10,-10,"_ 10 _ -10 _"
