Number,Citation,Country,Site,Continent,Vegetation.Description,Biome,Biome_type,Area.Sampled.km2,Method,Start_cover,End_cover,Total_cover_change,Start_year,End_year,Time_period,Annual.rate,Landuse,Species,Woody.functional.type,Species_Group,Latitude,Longitude,Rainfall,Temp,Causes,Drivers,Notes,MGC questions
,Axelsson and Hanan 2018,Niger,NIGA14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.79,4.55,-2.24,2004,2014,10,-0.224,Rangelands,trees/shrubs,Woody plants,Group,13.79975729,11.35973119,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Niger,NIGB1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,47.99,48.42,0.43,2003,2012,9,0.047777778,Rangelands,trees/shrubs,Woody plants,Group,12.5929015,2.368793697,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,26.72,36.27,9.55,2003,2012,9,1.061111111,Rangelands,trees/shrubs,Woody plants,Group,12.47868135,2.360953744,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,31.88,54.05,22.17,2003,2012,9,2.463333333,Rangelands,trees/shrubs,Woody plants,Group,12.48014735,2.399599203,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,32.39,35.08,2.69,2003,2012,9,0.298888889,Rangelands,trees/shrubs,Woody plants,Group,12.46901667,2.398484995,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,11.28,11.86,0.58,2003,2012,9,0.064444444,Rangelands,trees/shrubs,Woody plants,Group,12.45721579,2.374036809,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,17.78,19.5,1.72,2003,2012,9,0.191111111,Rangelands,trees/shrubs,Woody plants,Group,12.46644818,2.423703456,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,62.12,59.04,-3.08,2003,2012,9,-0.342222222,Rangelands,trees/shrubs,Woody plants,Group,12.56046889,2.361247322,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Niger,NIGB8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,50.63,55.86,5.23,2003,2012,9,0.581111111,Rangelands,trees/shrubs,Woody plants,Group,12.56126331,2.400842579,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,35.35,35.18,-0.17,2003,2012,9,-0.018888889,Rangelands,trees/shrubs,Woody plants,Group,12.53981879,2.361044797,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Niger,NIGB10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,9.26,22.09,12.83,2003,2012,9,1.425555556,Rangelands,trees/shrubs,Woody plants,Group,12.53049794,2.427471252,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,29.22,33.18,3.96,2003,2012,9,0.44,Rangelands,trees/shrubs,Woody plants,Group,12.52850603,2.369197622,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,32.96,35.56,2.6,2003,2012,9,0.288888889,Rangelands,trees/shrubs,Woody plants,Group,12.50982866,2.360378658,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,29.77,41.76,11.99,2003,2012,9,1.332222222,Rangelands,trees/shrubs,Woody plants,Group,12.51311136,2.403535899,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Niger,NIGB14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,13.26,17.05,3.79,2003,2012,9,0.421111111,Rangelands,trees/shrubs,Woody plants,Group,12.49764684,2.421550286,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,3.55,3.42,-0.13,2006,2012,6,-0.021666667,Rangelands,trees/shrubs,Woody plants,Group,15.98535973,-14.5466026,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Senegal,SENA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,16.99,34.55,17.56,2006,2012,6,2.926666667,Rangelands,trees/shrubs,Woody plants,Group,15.83673037,-14.46853134,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,32.62,30.4,-2.22,2006,2012,6,-0.37,Rangelands,trees/shrubs,Woody plants,Group,15.8414827,-14.44215181,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Senegal,SENA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,11.29,27.05,15.76,2006,2012,6,2.626666667,Rangelands,trees/shrubs,Woody plants,Group,15.72831854,-14.52111847,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,18.42,28.04,9.62,2006,2012,6,1.603333333,Rangelands,trees/shrubs,Woody plants,Group,15.71353977,-14.48888067,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,10.34,28.78,18.44,2006,2012,6,3.073333333,Rangelands,trees/shrubs,Woody plants,Group,15.68048922,-14.5212922,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,17.7,32.34,14.64,2006,2012,6,2.44,Rangelands,trees/shrubs,Woody plants,Group,15.67870178,-14.48480077,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,17.72,28.2,10.48,2006,2012,6,1.746666667,Rangelands,trees/shrubs,Woody plants,Group,15.65332127,-14.52650809,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,7.46,26.14,18.68,2006,2012,6,3.113333333,Rangelands,trees/shrubs,Woody plants,Group,15.64886591,-14.47542832,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,7.27,20.66,13.39,2006,2012,6,2.231666667,Rangelands,trees/shrubs,Woody plants,Group,15.5993786,-14.51846003,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,15.39,24.14,8.75,2006,2012,6,1.458333333,Rangelands,trees/shrubs,Woody plants,Group,15.55415453,-14.5100933,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.33,9.5,3.17,2006,2012,6,0.528333333,Rangelands,trees/shrubs,Woody plants,Group,16.00325069,-14.48102577,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,5.59,23.65,18.06,2006,2012,6,3.01,Rangelands,trees/shrubs,Woody plants,Group,15.5603029,-14.44523172,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,10.53,15.27,4.74,2006,2012,6,0.79,Rangelands,trees/shrubs,Woody plants,Group,15.5194685,-14.52004715,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA15,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.51,10.74,4.23,2006,2012,6,0.705,Rangelands,trees/shrubs,Woody plants,Group,15.52483901,-14.43892965,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA16,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,10.24,12.23,1.99,2006,2012,6,0.331666667,Rangelands,trees/shrubs,Woody plants,Group,15.48460895,-14.51612982,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA17,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,11.79,27.25,15.46,2006,2012,6,2.576666667,Rangelands,trees/shrubs,Woody plants,Group,15.47066791,-14.43172476,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA18,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,16.76,12.23,-4.53,2006,2012,6,-0.755,Rangelands,trees/shrubs,Woody plants,Group,15.44002536,-14.5211938,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Senegal,SENA19,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,11.82,35.28,23.46,2006,2012,6,3.91,Rangelands,trees/shrubs,Woody plants,Group,15.35934905,-14.51959927,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA20,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,13.19,28.96,15.77,2006,2012,6,2.628333333,Rangelands,trees/shrubs,Woody plants,Group,15.2000575,-14.52032219,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA21,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,20.67,28.89,8.22,2006,2012,6,1.37,Rangelands,trees/shrubs,Woody plants,Group,15.20044986,-14.47693382,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA22,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,18.18,23.56,5.38,2006,2012,6,0.896666667,Rangelands,trees/shrubs,Woody plants,Group,15.12699213,-14.52342947,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA23,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,9.56,11.93,2.37,2006,2012,6,0.395,Rangelands,trees/shrubs,Woody plants,Group,16.00861669,-14.42348104,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA24,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,14.33,36.92,22.59,2006,2012,6,3.765,Rangelands,trees/shrubs,Woody plants,Group,15.13548686,-14.47257884,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA25,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,24.05,26.6,2.55,2006,2012,6,0.425,Rangelands,trees/shrubs,Woody plants,Group,15.13252162,-14.43291121,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA26,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,8.77,19.49,10.72,2006,2012,6,1.786666667,Rangelands,trees/shrubs,Woody plants,Group,15.08478312,-14.51566666,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA27,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,27.23,34.99,7.76,2006,2012,6,1.293333333,Rangelands,trees/shrubs,Woody plants,Group,15.08429212,-14.43849112,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA28,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,12.07,29.44,17.37,2006,2012,6,2.895,Rangelands,trees/shrubs,Woody plants,Group,15.00025214,-14.5324923,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA29,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,18.57,37.27,18.7,2006,2012,6,3.116666667,Rangelands,trees/shrubs,Woody plants,Group,14.9971632,-14.44576009,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA30,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,15.96,29.19,13.23,2006,2012,6,2.205,Rangelands,trees/shrubs,Woody plants,Group,14.9593856,-14.52284389,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA31,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,15.01,26.81,11.8,2006,2012,6,1.966666667,Rangelands,trees/shrubs,Woody plants,Group,14.96666772,-14.47862337,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA32,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,16.58,15.46,-1.12,2006,2012,6,-0.186666667,Rangelands,trees/shrubs,Woody plants,Group,14.96573052,-14.43146306,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Senegal,SENA33,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,4.05,3.44,-0.61,2006,2012,6,-0.101666667,Rangelands,trees/shrubs,Woody plants,Group,15.96004529,-14.52099429,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Senegal,SENA34,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,5.57,11.9,6.33,2006,2012,6,1.055,Rangelands,trees/shrubs,Woody plants,Group,15.93748544,-14.52560024,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA35,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,6.38,7.01,0.63,2006,2012,6,0.105,Rangelands,trees/shrubs,Woody plants,Group,15.88373482,-14.52054072,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA36,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,12.16,11.22,-0.94,2006,2012,6,-0.156666667,Rangelands,trees/shrubs,Woody plants,Group,15.88299102,-14.48174082,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Senegal,SENA37,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,7.44,10.15,2.71,2006,2012,6,0.451666667,Rangelands,trees/shrubs,Woody plants,Group,15.89366807,-14.44597101,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Senegal,SENA38,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,8.72,5.04,-3.68,2006,2012,6,-0.613333333,Rangelands,trees/shrubs,Woody plants,Group,15.8400717,-14.52067719,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA1,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,24.88,25.01,0.13,2002,2013,11,0.011818182,Rangelands,trees/shrubs,Woody plants,Group,4.000180812,43.99718481,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA2,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,22.02,27.48,5.46,2002,2013,11,0.496363636,Rangelands,trees/shrubs,Woody plants,Group,4.320287533,44.03691329,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA3,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,53.65,43.39,-10.26,2002,2013,11,-0.932727273,Rangelands,trees/shrubs,Woody plants,Group,4.324619702,44.08627174,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA4,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,27.53,36.17,8.64,2002,2013,11,0.785454545,Rangelands,trees/shrubs,Woody plants,Group,4.360612195,44.00067207,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA5,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,23.89,23.91,0.02,2002,2013,11,0.001818182,Rangelands,trees/shrubs,Woody plants,Group,4.363855612,44.03414296,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA6,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,20.27,29.59,9.32,2002,2013,11,0.847272727,Rangelands,trees/shrubs,Woody plants,Group,4.440102251,44.00093262,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA7,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,18.63,16.77,-1.86,2002,2013,11,-0.169090909,Rangelands,trees/shrubs,Woody plants,Group,4.440111963,44.03833141,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA8,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,33.87,35.07,1.2,2002,2013,11,0.109090909,Rangelands,trees/shrubs,Woody plants,Group,4.44002176,44.0806746,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA9,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,18.48,27.75,9.27,2002,2013,11,0.842727273,Rangelands,trees/shrubs,Woody plants,Group,4.477685264,44.03727108,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA10,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,17.63,26.16,8.53,2002,2013,11,0.775454545,Rangelands,trees/shrubs,Woody plants,Group,4.480117618,44.08030809,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA11,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,35.33,34.56,-0.77,2002,2013,11,-0.07,Rangelands,trees/shrubs,Woody plants,Group,4.520251522,44.00675714,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA12,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,27.41,15.27,-12.14,2002,2013,11,-1.103636364,Rangelands,trees/shrubs,Woody plants,Group,4.03907315,44.04290157,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA13,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,33.06,24.66,-8.4,2002,2013,11,-0.763636364,Rangelands,trees/shrubs,Woody plants,Group,4.520349539,44.04118609,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA14,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,27.86,26.8,-1.06,2002,2013,11,-0.096363636,Rangelands,trees/shrubs,Woody plants,Group,4.521483807,44.07490271,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA15,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,32.68,27.78,-4.9,2002,2013,11,-0.445454545,Rangelands,trees/shrubs,Woody plants,Group,4.558401171,44.00262266,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA16,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,29.59,29.82,0.23,2002,2013,11,0.020909091,Rangelands,trees/shrubs,Woody plants,Group,4.560188144,44.03352195,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA17,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,30.75,30.87,0.12,2002,2013,11,0.010909091,Rangelands,trees/shrubs,Woody plants,Group,4.560341036,44.07756814,,,Increased rainfall,Increased rainfall,,
,Axelsson and Hanan 2018,Somalia,SOMA18,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,21.05,18.64,-2.41,2002,2013,11,-0.219090909,Rangelands,trees/shrubs,Woody plants,Group,4.079674994,44.08064342,,,fire frequency and herbivory,Increased grazing,,
,Axelsson and Hanan 2018,Somalia,SOMA19,Africa,savanna,savanna,Savanna,,very high resolution satellite imagery,15.49,14,-1.49,2002,2013,11,-0.135454545,Rangelands,trees/shrubs,Woody plants,Group,4.048934049,44.07875401,,,fire frequency and herbivory,Increased grazing,,
